,street,district
14492,Автозаводская улица,Даниловский
14493,проспект Андропова,Нагатино-Садовники
14494,проспект Андропова,Нагатино-Садовники
14495,проспект Андропова,Нагатино-Садовники
14496,проспект Андропова,Нагатино-Садовники
14497,проспект Андропова,Нагатино-Садовники
14498,проспект Андропова,Нагатино-Садовники
14499,проспект Андропова,Нагатино-Садовники
14500,проспект Андропова,Нагатино-Садовники
14501,проспект Андропова,Нагатино-Садовники
14502,проспект Андропова,Нагатино-Садовники
14503,проспект Андропова,Нагатино-Садовники
14504,проспект Андропова,Нагатино-Садовники
14505,проспект Андропова,Нагатино-Садовники
14506,проспект Андропова,Нагатино-Садовники
14507,проспект Андропова,Нагатино-Садовники
14508,проспект Андропова,Нагатино-Садовники
14509,проспект Андропова,Нагатино-Садовники
14510,улица Ленинская Слобода,Даниловский
14511,улица Ленинская Слобода,Даниловский
14512,улица Ленинская Слобода,Даниловский
14513,улица Ленинская Слобода,Даниловский
14514,улица Ленинская Слобода,Даниловский
14515,улица Ленинская Слобода,Даниловский
14516,улица Ленинская Слобода,Даниловский
14517,улица Ленинская Слобода,Даниловский
14518,Харьковская улица,Бирюлёво Западное
14519,Варшавское шоссе,Чертаново Северное
14520,Партийный переулок,Даниловский
14521,Партийный переулок,Даниловский
14522,улица Академика Янгеля,Чертаново Южное
14523,33-й километр Московской Кольцевой Автодороги,Чертаново Южное
14524,улица Орджоникидзе,Донской
14525,улица Орджоникидзе,Донской
14526,улица Орджоникидзе,Донской
14527,Мытная улица,Даниловский
14528,Мытная улица,Даниловский
14529,Мытная улица,Даниловский
14530,Мытная улица,Даниловский
14531,Мытная улица,Даниловский
14532,Мытная улица,Даниловский
14533,Мытная улица,Даниловский
14534,Мытная улица,Даниловский
14535,Мытная улица,Даниловский
14536,Мытная улица,Даниловский
14537,Мытная улица,Даниловский
14538,Мытная улица,Даниловский
14539,Мытная улица,Даниловский
14540,Автозаводская улица,Даниловский
14541,Севанская улица,Царицыно
14542,Холодильный переулок,Даниловский
14543,Холодильный переулок,Даниловский
14544,Балаклавский проспект,Чертаново Северное
14545,Кавказский бульвар,Царицыно
14546,улица Орджоникидзе,Донской
14547,улица Орджоникидзе,Донской
14548,Автозаводская улица,Даниловский
14549,Пролетарский проспект,Царицыно
14550,Пролетарский проспект,Царицыно
14551,Автозаводская улица,Даниловский
14552,Автозаводская улица,Даниловский
14553,Ореховый бульвар,Орехово-Борисово Северное
14554,улица Серпуховский Вал,Даниловский
14555,Ореховый бульвар,Орехово-Борисово Северное
14556,Ореховый бульвар,Орехово-Борисово Северное
14557,Дорожная улица,Чертаново Центральное
14558,Нагатинская улица,Нагатино-Садовники
14559,Нагатинская улица,Нагатино-Садовники
14560,Нагатинская улица,Нагатино-Садовники
14561,Нагатинская улица,Нагатино-Садовники
14562,Автозаводская улица,Даниловский
14563,проспект Андропова,Нагатино-Садовники
14564,проспект Андропова,Нагатино-Садовники
14565,проспект Андропова,Нагатино-Садовники
14566,Шипиловский проезд,Орехово-Борисово Северное
14567,Шипиловский проезд,Орехово-Борисово Северное
14568,Шипиловский проезд,Орехово-Борисово Северное
14569,Шипиловский проезд,Орехово-Борисово Северное
14570,Кировоградская улица,Чертаново Южное
14571,Варшавское шоссе,Нагорный
14572,Булатниковская улица,Бирюлёво Западное
14573,Булатниковская улица,Бирюлёво Западное
14574,2-й Котляковский переулок,Москворечье-Сабурово
14575,33-й километр Московской Кольцевой Автодороги,Чертаново Южное
14576,Кировоградская улица,Чертаново Центральное
14577,Кировоградская улица,Чертаново Центральное
14578,Кировоградская улица,Чертаново Центральное
14579,Кировоградская улица,Чертаново Центральное
14580,Кировоградская улица,Чертаново Центральное
14581,Кировоградская улица,Чертаново Центральное
14582,Днепропетровская улица,Чертаново Северное
14583,Автозаводская улица,Даниловский
14584,Варшавское шоссе,Чертаново Северное
14585,Варшавское шоссе,Чертаново Северное
14586,Большая Тульская улица,Даниловский
14587,Большая Тульская улица,Даниловский
14588,Большая Тульская улица,Даниловский
14589,Большая Тульская улица,Даниловский
14590,Большая Тульская улица,Даниловский
14591,Большая Тульская улица,Даниловский
14592,Большая Тульская улица,Даниловский
14593,Ореховый бульвар,Зябликово
14594,Ореховый бульвар,Зябликово
14595,Ореховый бульвар,Зябликово
14596,Ореховый бульвар,Зябликово
14597,Ореховый бульвар,Зябликово
14598,Большая Тульская улица,Даниловский
14599,проспект Андропова,Даниловский
14600,проспект Андропова,Даниловский
14601,Большая Тульская улица,Даниловский
14602,Большая Тульская улица,Даниловский
14603,Большая Тульская улица,Даниловский
14604,Каширское шоссе,Нагатино-Садовники
14605,Автозаводская улица,Даниловский
14606,проспект Андропова,Даниловский
14607,проспект Андропова,Даниловский
14608,Варшавское шоссе,Чертаново Южное
14609,улица Борисовские Пруды,Братеево
14610,улица Борисовские Пруды,Братеево
14611,улица Красного Маяка,Чертаново Центральное
14612,улица Вавилова,Донской
14613,улица Вавилова,Донской
14614,улица Вавилова,Донской
14615,улица Вавилова,Донской
14616,улица Вавилова,Донской
14617,улица Вавилова,Донской
14618,улица Вавилова,Донской
14619,улица Вавилова,Донской
14620,улица Вавилова,Донской
14621,проспект Андропова,Даниловский
14622,улица Вавилова,Донской
14623,улица Вавилова,Донской
14624,улица Вавилова,Донской
14625,улица Вавилова,Донской
14626,улица Вавилова,Донской
14627,улица Вавилова,Донской
14628,Болотниковская улица,Нагорный
14629,Болотниковская улица,Нагорный
14630,Болотниковская улица,Нагорный
14631,Болотниковская улица,Нагорный
14632,Болотниковская улица,Нагорный
14633,Болотниковская улица,Нагорный
14634,Болотниковская улица,Нагорный
14635,Болотниковская улица,Нагорный
14636,Болотниковская улица,Нагорный
14637,Болотниковская улица,Нагорный
14638,Болотниковская улица,Нагорный
14639,Болотниковская улица,Нагорный
14640,Болотниковская улица,Нагорный
14641,Болотниковская улица,Нагорный
14642,Болотниковская улица,Нагорный
14643,Болотниковская улица,Нагорный
14644,Болотниковская улица,Нагорный
14645,Болотниковская улица,Нагорный
14646,улица Ленинская Слобода,Даниловский
14647,улица Ленинская Слобода,Даниловский
14648,улица Ленинская Слобода,Даниловский
14649,улица Ленинская Слобода,Даниловский
14650,улица Ленинская Слобода,Даниловский
14651,улица Ленинская Слобода,Даниловский
14652,Кировоградская улица,Чертаново Центральное
14653,Варшавское шоссе,Чертаново Южное
14654,Варшавское шоссе,Чертаново Южное
14655,Каширское шоссе,Москворечье-Сабурово
14656,Пролетарский проспект,Царицыно
14657,Харьковский проезд,Бирюлёво Западное
14658,Каширское шоссе,Москворечье-Сабурово
14659,Каширское шоссе,Нагатино-Садовники
14660,Кировоградская улица,Чертаново Центральное
14661,Кировоградская улица,Чертаново Центральное
14662,Кировоградская улица,Чертаново Центральное
14663,Кировоградская улица,Чертаново Центральное
14664,Кировоградская улица,Чертаново Центральное
14665,Кировоградская улица,Чертаново Центральное
14666,Кировоградская улица,Чертаново Центральное
14667,Кировоградская улица,Чертаново Центральное
14668,Кировоградская улица,Чертаново Центральное
14669,Кировоградская улица,Чертаново Центральное
14670,Кировоградская улица,Чертаново Центральное
14671,Варшавское шоссе,Нагорный
14672,Варшавское шоссе,Нагорный
14673,улица Борисовские Пруды,Братеево
14674,Автозаводская улица,Даниловский
14675,Автозаводская улица,Даниловский
14676,Автозаводская улица,Даниловский
14677,Автозаводская улица,Даниловский
14678,Автозаводская улица,Даниловский
14679,Автозаводская улица,Даниловский
14680,Автозаводская улица,Даниловский
14681,Автозаводская улица,Даниловский
14682,Ступинский проезд,Бирюлёво Западное
14683,Булатниковская улица,Бирюлёво Западное
14684,Варшавское шоссе,Нагорный
14685,Боровское шоссе,Солнцево
14686,Боровское шоссе,Солнцево
14687,Боровское шоссе,Солнцево
14688,Большая Косинская улица,Косино-Ухтомский
14689,Мясницкая улица,Басманный
14690,Нижняя Сыромятническая улица,Басманный
14691,Большая Серпуховская улица,Замоскворечье
14692,Комсомольский проспект,Хамовники
14693,Новослободская улица,Тверской
14694,Новослободская улица,Тверской
14695,улица Арбат,Арбат
14696,Большой Саввинский переулок,Хамовники
14697,Спартаковская площадь,Басманный
14698,улица Красная Пресня,Пресненский
14699,улица Красная Пресня,Пресненский
14700,улица Красная Пресня,Пресненский
14701,Нижняя Сыромятническая улица,Басманный
14702,Кривоколенный переулок,Басманный
14703,Лесная улица,Тверской
14704,2-й Кадашёвский переулок,Якиманка
14705,Фрунзенская набережная,Хамовники
14706,улица Земляной Вал,Басманный
14707,улица Земляной Вал,Басманный
14708,улица Земляной Вал,Басманный
14709,улица Земляной Вал,Басманный
14710,улица Земляной Вал,Басманный
14711,улица Земляной Вал,Басманный
14712,улица Земляной Вал,Басманный
14713,улица Земляной Вал,Басманный
14714,улица Земляной Вал,Басманный
14715,улица Земляной Вал,Басманный
14716,улица Земляной Вал,Басманный
14717,улица Земляной Вал,Басманный
14718,улица Земляной Вал,Басманный
14719,улица Земляной Вал,Басманный
14720,улица Крымский Вал,Якиманка
14721,Рочдельская улица,Пресненский
14722,Рочдельская улица,Пресненский
14723,Новинский бульвар,Пресненский
14724,Новинский бульвар,Пресненский
14725,Новинский бульвар,Пресненский
14726,3-й Крутицкий переулок,Таганский
14727,дом 12,Пресненский
14728,Пятницкая улица,Замоскворечье
14729,Пятницкая улица,Замоскворечье
14730,Большой Спасоглинищевский переулок,Басманный
14731,Большая Переяславская улица,Мещанский
14732,Верхняя Красносельская улица,Красносельский
14733,Большая Грузинская улица,Пресненский
14734,Бакунинская улица,Басманный
14735,Большой Овчинниковский переулок,Замоскворечье
14736,Люсиновская улица,Замоскворечье
14737,Мясницкая улица,Басманный
14738,Мясницкая улица,Басманный
14739,Рочдельская улица,Пресненский
14740,улица Новый Арбат,Арбат
14741,улица Сущёвский Вал,Мещанский
14742,Мясницкая улица,Басманный
14743,Столярный переулок,Пресненский
14744,улица Покровка,Басманный
14745,Русаковская улица,Красносельский
14746,Пресненская набережная,Пресненский
14747,Пресненская набережная,Пресненский
14748,Пресненская набережная,Пресненский
14749,Пресненская набережная,Пресненский
14750,Пресненская набережная,Пресненский
14751,Пресненская набережная,Пресненский
14752,Пресненская набережная,Пресненский
14753,Пресненская набережная,Пресненский
14754,Пресненская набережная,Пресненский
14755,Пресненская набережная,Пресненский
14756,Пресненская набережная,Пресненский
14757,Пресненская набережная,Пресненский
14758,Пресненская набережная,Пресненский
14759,Большая Сухаревская площадь,Красносельский
14760,Рождественский бульвар,Мещанский
14761,Рождественский бульвар,Мещанский
14762,Рождественский бульвар,Мещанский
14763,Рождественский бульвар,Мещанский
14764,Рождественский бульвар,Мещанский
14765,Рождественский бульвар,Мещанский
14766,Рочдельская улица,Пресненский
14767,Пресненская набережная,Пресненский
14768,Пресненская набережная,Пресненский
14769,Пресненская набережная,Пресненский
14770,Пресненская набережная,Пресненский
14771,Краснопресненская набережная,Пресненский
14772,Краснопресненская набережная,Пресненский
14773,улица Покровка,Басманный
14774,улица Большая Дмитровка,Тверской
14775,Цветной бульвар,Мещанский
14776,Цветной бульвар,Мещанский
14777,Пресненская набережная,Пресненский
14778,Пресненская набережная,Пресненский
14779,Пресненская набережная,Пресненский
14780,1-й Красногвардейский проезд,Пресненский
14781,Большая Серпуховская улица,Замоскворечье
14782,Новослободская улица,Тверской
14783,Пресненская набережная,Пресненский
14784,Пресненская набережная,Пресненский
14785,Пресненская набережная,Пресненский
14786,Пресненская набережная,Пресненский
14787,Пресненская набережная,Пресненский
14788,Большая Никитская улица,Пресненский
14789,Калужское шоссе,Сосенское
14790,Калужское шоссе,Сосенское
14791,Калужское шоссе,Сосенское
14792,Калужское шоссе,Сосенское
14793,Калужское шоссе,Сосенское
14794,посёлок Газопровод,Сосенское
14795,1-й микрорайон,Московский
14796,Радужная улица,Московский
14797,Октябрьский проспект,Троицк
14798,Пионерская улица,Троицк
14799,Радужная улица,Московский
14800,Радужная улица,Московский
14801,Радужная улица,Московский
14802,посёлок Коммунарка,Сосенское
14803,посёлок Коммунарка,Сосенское
14804,посёлок Коммунарка,Сосенское
14805,Новорижское шоссе,Кунцево
14806,Новорижское шоссе,Кунцево
14807,МКАД,"""Мосрентген"""
14808,деревня Сосенки,Сосенское
14809,улица Полковника Милиции Курочкина,Троицк
14810,деревня Поповка,Первомайское
14811,посёлок Воскресенское,Воскресенское
14812,посёлок Воскресенское,Воскресенское
14813,посёлок Воскресенское,Воскресенское
14814,Киевское шоссе,Московский
14815,Киевское шоссе,Московский
14816,Киевское шоссе,Московский
14817,"микрорайон ""В""",Троицк
14818,Нововатутинский проспект,Десёновское
14819,посёлок Воскресенское,Воскресенское
14820,улица Лётчика Ульянина,Внуковское
14821,улица Лётчика Ульянина,Внуковское
14822,улица Лётчика Ульянина,Внуковское
14823,улица Лётчика Ульянина,Внуковское
14824,Чечёрский проезд,Воскресенское
14825,Чечёрский проезд,Воскресенское
14826,Чечёрский проезд,Воскресенское
14827,Чечёрский проезд,Воскресенское
14828,посёлок Коммунарка,Сосенское
14829,улица Василисы Кожиной,Филёвский Парк
14830,улица Василисы Кожиной,Филёвский Парк
14831,1-я Рейсовая улица,Тверской
14832,Ярцевская улица,Кунцево
14833,Ярцевская улица,Кунцево
14834,Ярцевская улица,Кунцево
14835,Ярцевская улица,Кунцево
14836,Чечёрский проезд,Воскресенское
14837,Чечёрский проезд,Воскресенское
14838,Чечёрский проезд,Воскресенское
14839,Чечёрский проезд,Воскресенское
14840,Ярцевская улица,Кунцево
14841,Ярцевская улица,Кунцево
14842,Ярцевская улица,Кунцево
14843,Ярцевская улица,Кунцево
14844,Ярцевская улица,Кунцево
14845,Ярцевская улица,Кунцево
14846,Ярцевская улица,Кунцево
14847,Ярцевская улица,Кунцево
14848,Ярцевская улица,Кунцево
14849,Ярцевская улица,Кунцево
14850,Ярцевская улица,Кунцево
14851,Ярцевская улица,Кунцево
14852,Ярцевская улица,Кунцево
14853,Киевская улица,Дорогомилово
14854,проспект Вернадского,Тропарёво-Никулино
14855,проспект Вернадского,Тропарёво-Никулино
14856,проспект Вернадского,Тропарёво-Никулино
14857,проспект Вернадского,Тропарёво-Никулино
14858,проспект Вернадского,Тропарёво-Никулино
14859,проспект Вернадского,Тропарёво-Никулино
14860,Кутузовский проспект,Фили-Давыдково
14861,Кутузовский проспект,Фили-Давыдково
14862,Кутузовский проспект,Фили-Давыдково
14863,Кутузовский проспект,Фили-Давыдково
14864,Кутузовский проспект,Фили-Давыдково
14865,Кутузовский проспект,Фили-Давыдково
14866,Кутузовский проспект,Фили-Давыдково
14867,Кутузовский проспект,Фили-Давыдково
14868,Ярцевская улица,Кунцево
14869,Кутузовский проспект,Фили-Давыдково
14870,Кутузовский проспект,Фили-Давыдково
14871,Кутузовский проспект,Фили-Давыдково
14872,Кутузовский проспект,Фили-Давыдково
14873,Кутузовский проспект,Фили-Давыдково
14874,улица Пришвина,Бибирево
14875,улица Пришвина,Бибирево
14876,Алтуфьевское шоссе,Алтуфьевский
14877,Новодмитровская улица,Бутырский
14878,Новодмитровская улица,Бутырский
14879,Новодмитровская улица,Бутырский
14880,Пятницкое шоссе,Митино
14881,Пятницкое шоссе,Митино
14882,Кутузовский проспект,Фили-Давыдково
14883,Кутузовский проспект,Фили-Давыдково
14884,Митинская улица,Митино
14885,Митинская улица,Митино
14886,Ходынский бульвар,Хорошёвский
14887,Ходынский бульвар,Хорошёвский
14888,Ходынский бульвар,Хорошёвский
14889,Ходынский бульвар,Хорошёвский
14890,Ходынский бульвар,Хорошёвский
14891,Ходынский бульвар,Хорошёвский
14892,Ходынский бульвар,Хорошёвский
14893,Ходынский бульвар,Хорошёвский
14894,Ходынский бульвар,Хорошёвский
14895,Ходынский бульвар,Хорошёвский
14896,Ходынский бульвар,Хорошёвский
14897,Ходынский бульвар,Хорошёвский
14898,Ходынский бульвар,Хорошёвский
14899,Ходынский бульвар,Хорошёвский
14900,Ходынский бульвар,Хорошёвский
14901,Ходынский бульвар,Хорошёвский
14902,Ходынский бульвар,Хорошёвский
14903,Ходынский бульвар,Хорошёвский
14904,Ходынский бульвар,Хорошёвский
14905,Ходынский бульвар,Хорошёвский
14906,Ходынский бульвар,Хорошёвский
14907,Ходынский бульвар,Хорошёвский
14908,Ходынский бульвар,Хорошёвский
14909,Ходынский бульвар,Хорошёвский
14910,Ходынский бульвар,Хорошёвский
14911,Ходынский бульвар,Хорошёвский
14912,Ходынский бульвар,Хорошёвский
14913,Ходынский бульвар,Хорошёвский
14914,Ходынский бульвар,Хорошёвский
14915,Ходынский бульвар,Хорошёвский
14916,Ходынский бульвар,Хорошёвский
14917,Ходынский бульвар,Хорошёвский
14918,Ходынский бульвар,Хорошёвский
14919,Ходынский бульвар,Хорошёвский
14920,Ходынский бульвар,Хорошёвский
14921,Ходынский бульвар,Хорошёвский
14922,Ходынский бульвар,Хорошёвский
14923,Ходынский бульвар,Хорошёвский
14924,Ходынский бульвар,Хорошёвский
14925,Ходынский бульвар,Хорошёвский
14926,Ходынский бульвар,Хорошёвский
14927,Ходынский бульвар,Хорошёвский
14928,Ходынский бульвар,Хорошёвский
14929,Ходынский бульвар,Хорошёвский
14930,Ходынский бульвар,Хорошёвский
14931,Ходынский бульвар,Хорошёвский
14932,Ходынский бульвар,Хорошёвский
14933,Ходынский бульвар,Хорошёвский
14934,Ходынский бульвар,Хорошёвский
14935,Ходынский бульвар,Хорошёвский
14936,Ходынский бульвар,Хорошёвский
14937,Ходынский бульвар,Хорошёвский
14938,Ходынский бульвар,Хорошёвский
14939,Ходынский бульвар,Хорошёвский
14940,Ходынский бульвар,Хорошёвский
14941,Ходынский бульвар,Хорошёвский
14942,Ходынский бульвар,Хорошёвский
14943,Ходынский бульвар,Хорошёвский
14944,Ходынский бульвар,Хорошёвский
14945,Ленинградское шоссе,Войковский
14946,Ленинградское шоссе,Войковский
14947,Ленинградское шоссе,Войковский
14948,Ходынский бульвар,Хорошёвский
14949,Хорошёвское шоссе,Хорошёвский
14950,Хорошёвское шоссе,Хорошёвский
14951,Хорошёвское шоссе,Хорошёвский
14952,Хорошёвское шоссе,Хорошёвский
14953,Хорошёвское шоссе,Хорошёвский
14954,Хорошёвское шоссе,Хорошёвский
14955,Хорошёвское шоссе,Хорошёвский
14956,Хорошёвское шоссе,Хорошёвский
14957,Хорошёвское шоссе,Хорошёвский
14958,Хорошёвское шоссе,Хорошёвский
14959,Хорошёвское шоссе,Хорошёвский
14960,Новопетровская улица,Коптево
14961,улица Хабарова,Московский
14962,улица Хабарова,Московский
14963,улица Хабарова,Московский
14964,Хорошёвское шоссе,Хорошёвский
14965,улица Хабарова,Московский
14966,улица Хабарова,Московский
14967,улица Хабарова,Московский
14968,улица Хабарова,Московский
14969,деревня Троицкое,Щаповское
14970,посёлок Воскресенское,Воскресенское
14971,Отрадная улица,Отрадное
14972,улица Барышевская Роща,Щербинка
14973,Железнодорожная улица,Щербинка
14974,улица Дмитрия Рябинкина,Десёновское
14975,Челобитьевское шоссе,Северный
14976,посёлок Коммунарка,Сосенское
14977,посёлок Коммунарка,Сосенское
14978,деревня Ямонтово,Воскресенское
14979,деревня Ямонтово,Воскресенское
14980,Николо-Хованская улица,Сосенское
14981,деревня Ватутинки,Десёновское
14982,Лазоревый проезд,Свиблово
14983,2-я Черногрязская улица,Пресненский
14984,улица Сергея Макеева,Пресненский
14985,Пролетарский проспект,Царицыно
14986,Пролетарский проспект,Царицыно
14987,Варшавское шоссе,Чертаново Южное
14988,Ленинградский проспект,Аэропорт
14989,Ленинградский проспект,Аэропорт
14990,Новодмитровская улица,Бутырский
14991,Новодмитровская улица,Бутырский
14992,Варшавское шоссе,Чертаново Центральное
14993,Варшавское шоссе,Чертаново Центральное
14994,Новостроевская улица,Щербинка
14995,Корабельная улица,Нагатинский Затон
14996,улица Барышевская Роща,Щербинка
14997,деревня Ватутинки,Десёновское
14998,деревня Ватутинки,Десёновское
14999,улица Сервантеса,Сосенское
15000,улица Маршала Захарова,Орехово-Борисово Северное
15001,Лазоревый проезд,Свиблово
15002,Береговой проезд,Филёвский Парк
15003,Береговой проезд,Филёвский Парк
15004,Береговой проезд,Филёвский Парк
15005,Береговой проезд,Филёвский Парк
15006,Береговой проезд,Филёвский Парк
15007,Береговой проезд,Филёвский Парк
15008,Береговой проезд,Филёвский Парк
15009,Береговой проезд,Филёвский Парк
15010,проспект Будённого,Соколиная Гора
15011,посёлок Коммунарка,Сосенское
15012,бульвар Веласкеса,Сосенское
15013,бульвар Веласкеса,Сосенское
15014,Люблинская улица,Люблино
15015,владение 1,"""Мосрентген"""
15016,посёлок Коммунарка,Сосенское
15017,улица Евгения Родионова,Щаповское
15018,1-я Нововатутинская улица,Десёновское
15019,улица Римского-Корсакова,Отрадное
15020,бульвар Веласкеса,Сосенское
15021,Киевское шоссе,Московский
15022,Киевское шоссе,Московский
15023,Киевское шоссе,Московский
15024,Киевское шоссе,Московский
15025,Киевское шоссе,Московский
15026,Киевское шоссе,Московский
15027,деревня Фоминское,Первомайское
15028,Изюмская улица,Южное Бутово
15029,улица Земляной Вал,Басманный
15030,проспект Вернадского,Раменки
15031,Манежная площадь,Тверской
15032,Театральный проезд,Мещанский
15033,улица Правды,Беговой
15034,Дмитровское шоссе,Западное Дегунино
15035,Киевское шоссе,Московский
15036,улица Воздвиженка,Арбат
15037,Каширское шоссе,Москворечье-Сабурово
15038,улица Адмирала Макарова,Войковский
15039,улица Генерала Кузнецова,Выхино-Жулебино
15040,Братиславская улица,Марьино
15041,Новомарьинская улица,Марьино
15042,Лермонтовский проспект,Выхино-Жулебино
15043,Чонгарский бульвар,Нагорный
15044,Новочеркасский бульвар,Марьино
15045,Симферопольский бульвар,Зюзино
15046,Смоленская площадь,Арбат
15047,улица Новый Арбат,Арбат
15048,улица Ивана Франко,Фили-Давыдково
15049,Варшавское шоссе,Нагорный
15050,Хорошёвское шоссе,Хорошёвский
15051,улица Арбат,Арбат
15052,Долгоруковская улица,Тверской
15053,улица Новый Арбат,Арбат
15054,улица Земляной Вал,Басманный
15055,Кантемировская улица,Царицыно
15056,Кутузовский проспект,Фили-Давыдково
15057,Большая Тульская улица,Даниловский
15058,Ходынский бульвар,Хорошёвский
15059,Можайское шоссе,Можайский
15060,Автозаводская улица,Даниловский
15061,улица Генерала Тюленева,Тёплый Стан
15062,Ходынский бульвар,Хорошёвский
15063,Автозаводская улица,Даниловский
15064,Озёрная улица,Очаково-Матвеевское
15065,улица Хабарова,Московский
15066,дом 70,Нижегородский
15067,Алтуфьевское шоссе,Алтуфьевский
15068,улица 8 Марта,Савёловский
15069,улица Хлобыстова,Выхино-Жулебино
15070,улица Шолохова,Ново-Переделкино
15071,3-й Митинский переулок,Митино
15072,Братиславская улица,Марьино
15073,Южнопортовая улица,Южнопортовый
15074,Шарикоподшипниковская улица,Южнопортовый
15075,Поречная улица,Марьино
15076,Кутузовский проспект,Фили-Давыдково
15077,Театральный проезд,Мещанский
15078,Мясницкая улица,Басманный
15079,улица Покровка,Басманный
15080,Летниковская улица,Замоскворечье
15081,Театральный проезд,Мещанский
15082,улица Грузинский Вал,Пресненский
15083,Чечёрский проезд,Воскресенское
15084,Кутузовский проспект,Фили-Давыдково
15085,улица Хабарова,Московский
15086,Киевское шоссе,Московский
15087,Братиславская улица,Марьино
15088,Кривоколенный переулок,Басманный
15089,Скаковая улица,Беговой
15090,Кутузовский проспект,Дорогомилово
15091,Ходынский бульвар,Хорошёвский
15092,улица Земляной Вал,Басманный
15093,улица Земляной Вал,Басманный
15094,Кировоградская улица,Чертаново Центральное
15095,Театральный проезд,Мещанский
15096,1-я Тверская-Ямская улица,Тверской
15097,квартал Волжский Бульвар 113а,Кузьминки
15098,Поречная улица,Марьино
15099,Широкая улица,Северное Медведково
15100,Щукинская улица,Щукино
15101,Тушинская улица,Покровское-Стрешнево
15102,Ленинградский проспект,Аэропорт
15103,Кировоградская улица,Чертаново Северное
15104,улица Земляной Вал,Басманный
15105,улица Вавилова,Донской
15106,проспект Андропова,Даниловский
15107,Большая Тульская улица,Даниловский
15108,Киевское шоссе,Московский
15109,Ярцевская улица,Кунцево
15110,Шереметьевская улица,Марьина Роща
15111,Алтуфьевское шоссе,Отрадное
15112,проспект Мира,Свиблово
15113,Поречная улица,Марьино
15114,шоссе Энтузиастов,Лефортово
15115,Калужское шоссе,Сосенское
15116,Ярцевская улица,Кунцево
15117,Кутузовский проспект,Фили-Давыдково
15118,Киевское шоссе,Московский
15119,улица Вавилова,Донской
15120,Ореховый бульвар,Зябликово
15121,Большая Тульская улица,Даниловский
15122,Варшавское шоссе,Нагорный
15123,Автозаводская улица,Даниловский
15124,улица Ленинская Слобода,Даниловский
15125,улица Орджоникидзе,Донской
15126,Щукинская улица,Щукино
15127,Манежная площадь,Тверской
15128,Хорошёвское шоссе,Хорошёвский
15129,посёлок Коммунарка,Сосенское
15130,Новая площадь,Тверской
15131,Краснобогатырская улица,Богородское
15132,Затонная улица,Нагатинский Затон
15133,улица Земляной Вал,Басманный
15134,Чечёрский проезд,Воскресенское
15135,Митинская улица,Митино
15136,Ходынский бульвар,Хорошёвский
15137,Проезд № 4806,Старое Крюково
15138,шоссе Энтузиастов,Лефортово
15139,Ленинский проспект,Гагаринский
15140,Ленинградский проспект,Беговой
15141,Бирюлёвская улица,Бирюлёво Восточное
15142,Кировоградская улица,Чертаново Северное
15143,Староватутинский проезд,Бабушкинский
15144,Стремянный переулок,Замоскворечье
15145,Новоясеневский проспект,Ясенево
15146,Шереметьевская улица,Марьина Роща
15147,Большая Тульская улица,Даниловский
15148,Ленинградский проспект,Аэропорт
15149,проспект Мира,Свиблово
15150,Большая Тульская улица,Даниловский
15151,Ходынский бульвар,Хорошёвский
15152,Кронштадтский бульвар,Головинский
15153,Люблинская улица,Марьино
15154,3-я Парковая улица,Измайлово
15155,Кировоградская улица,Чертаново Центральное
15156,Ярославское шоссе,Ярославский
15157,улица Рождественка,Мещанский
15158,Театральный проезд,Мещанский
15159,проспект Мира,Свиблово
15160,улица Красного Маяка,Чертаново Центральное
15161,Большая Тульская улица,Даниловский
15162,Варшавское шоссе,Нагорный
15163,Ленинградское шоссе,Войковский
15164,Манежная площадь,Тверской
15165,Ленинградское шоссе,Войковский
15166,Хорошёвское шоссе,Хорошёвский
15167,Ходынский бульвар,Хорошёвский
15168,Ярцевская улица,Кунцево
15169,Калужское шоссе,Сосенское
15170,улица Василия Петушкова,Южное Тушино
15171,Бутырская улица,Бутырский
15172,Широкая улица,Северное Медведково
15173,Алтуфьевское шоссе,Бибирево
15174,Алтуфьевское шоссе,Отрадное
15175,Ярцевская улица,Кунцево
15176,Ярцевская улица,Кунцево
15177,проспект Андропова,Нагатинский Затон
15178,улица Верхние Поля,Люблино
15179,Таганская улица,Таганский
